Sel;ID;Cat;Subcat;Nome;Len;Prezzo;Iva;Dispo gg.;In Ordine;Insert;Uscita;Promo_Cod;Promo_Desc;Promo_Scad;Link;NuovaDescrizione;
;253508;Fotografia;Adattatori e portafiltri;NiSi Kit portafiltro V7 da 100 mm con True Color CPL, con anello adattatore da 67-82 mm, 72-82 mm e 77-82 mm;108;249;22;5;;25/02/2025;25/02/2025;;;;;;NiSi V7 100mm filter kit + True Color CPL + adapter rings 67-82/72-82/77-82
;253879;Fotografia;Adattatori e portafiltri;NiSi Kit Starter 150 di Filtri da 150mm (no Holder, include 3 filtri di larghezza 150mm);88;479;22;0;;14/03/2025;14/03/2025;;;;;;NiSi Starter Kit 150mm Filters (no Holder, 3 pcs, 150mm wide)
;253544;Fotografia;Adattatori e portafiltri;NiSi Portafiltro da 100 mm - Switch (compatibile con l'adattatore principale da 82 mm di V6 / V5-Pro ??/ V5);108;90;22;5;;26/02/2025;26/02/2025;;;;;;NiSi 100mm Filter Holder - Switch, comp. with V6/V5-Pro 82mm adapter
;253569;Fotografia;Adattatori e portafiltri;NiSi Portafiltro da 100mm per Olympus 7-14 mm f/2.8 PRO | Contiene 2 filtri da 100x100 mm e 100x150 mm (ND, GND, ecc.), rotazion;128;89;22;0;;27/02/2025;27/02/2025;;;;;;"NiSi 100mm Filter Holder for Olympus 7-14mm f/2.8 PRO; w/ 2 filters (ND, GND), rotate."
;253528;Fotografia;Adattatori e portafiltri;NiSi Professional Kit V7 e Filtri a lastra 100mm, Kit 7 filtri (GND Soft/Medium/Reverse 3 Stop, ND8 3 Stop, ND64 6 Stop, ND1000 ;128;929;22;5;;26/02/2025;26/02/2025;;;;;;NiSi Pro V7 Kit + 100mm Filters: 7pcs (GND Soft/Med/Rev, ND8, ND64, ND1000)
;253580;Fotografia;Adattatori e portafiltri;NiSi S6 Supporto per Filtro per Sony FE 12-24 mm F4 G (True Color CPL) – 150 mm  Filter Holder System;103;419;22;5;;28/02/2025;28/02/2025;;;;;;NiSi S6 Filter Holder for Sony FE 12-24mm F4 G (True Color CPL) – 150mm
;253608;Fotografia;Adattatori e portafiltri;NiSi Starter Kit V7 di Filtri 100mm, Kit di 2 filtri (GND 100x150 Medium 3 Stop, ND 100x100 ND1000 10 Stop) con Holder NiSi V7 c;128;399;22;5;;05/03/2025;05/03/2025;;;;;;NiSi V7 Starter Kit 100mm: 2 filters (GND 150x100, ND 100x100, 10 stops) & holder
;253466;Fotografia;Filtri Fotografici;Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re;129;26,99;22;5;;24/02/2025;24/02/2025;;;;;;UV HUC Filter with 18 UHD multicoats & Nano Coating® for ultra-thin durability
;253471;Fotografia;Filtri Fotografici;Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re;129;29,99;22;5;;24/02/2025;24/02/2025;;;;;;UV Filter HUC, 18-layer UHD, Nano Coating®, ultra-thin, super hard.
;253475;Fotografia;Filtri Fotografici;Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re;129;27,99;22;5;;24/02/2025;24/02/2025;;;;;;UV HUC Filter with 18 UHD multi-coat layers, nano coating, ultra-thin, hard.
;253550;Fotografia;Filtri Fotografici;NiSi - Filtro circolare naturale notturno 112 mm per Nikon Z 14-24 mm f/2.8S (filtro di inquinamento della luce);112;199;22;5;;26/02/2025;26/02/2025;;;;;;NiSi 112mm NL Night Circular Filter for Nikon Z14-24mm f/2.8S (light pollution)
;253493;Fotografia;Filtri Fotografici;NiSi - JetMag Pro 82MAG Lens Front Cap - Lente magnetica durevole e protezione filtro per filtri di dimensioni 82MAG - Attacco r;128;34,9;22;5;;24/02/2025;24/02/2025;;;;;;NiSi JetMag Pro 82MAG Cap — Durable magnet lens protector for 82MAG filters
;253496;Fotografia;Filtri Fotografici;NiSi - JetMag Pro 82MAG True Color CPL, filtro magnetico circolare polarizzatore lente - Vetro ottico nano rivestito, telaio in ;128;99,9;22;5;;24/02/2025;24/02/2025;;;;;;NiSi JetMag Pro 82MAG CPL, magnetico polarizzatore, vetro nano, telaio in.
;253756;Fotografia;Filtri Fotografici;NiSi 67mm Circular Starter Filter Kit, Including HUC UV Filter, HUC CPL and Filter Pouch;88;95;22;5;;10/03/2025;10/03/2025;;;;;;NiSi 67mm Starter Filter Set: UV, CPL, + Pouch
;253860;Fotografia;Filtri Fotografici;NiSi 77mm Circular Filter Professional Kit, Including HUC UV Filter, Ti Enhance CPL, Natural Night Filter, ND1000(10 stops) and ;128;249;22;5;;14/03/2025;14/03/2025;;;;;;NiSi 77mm CPL Kit: UV, Ti CPL, Night, ND1000 filters included.
;253618;Fotografia;Filtri Fotografici;NiSi 82mm Kit Filtri Circolari ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) and Filter Pouch;122;149;22;5;;05/03/2025;05/03/2025;;;;;;NiSi 82mm Filter Kit: ND8, ND64+CPL, ND1000 + Pouch (Under 80 chars)
;253530;Fotografia;Filtri Fotografici;NiSi C5 Matte Box Cinema Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND True Color Rotating PL, 4 filtri 5.65 FS ;132;699;22;5;;26/02/2025;26/02/2025;;;;;;NiSi C5 Matte Box Kit: C5 grip, TrueColor tray, 5 VND, Rotating PL, 4x5.65 filters
;253537;Fotografia;Filtri Fotografici;NiSi C5 Matte Box Filmmaker Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND 4 filtri 5.65 FS ND16, 4 filtri Black ;132;569;22;0;;26/02/2025;26/02/2025;;;;;;NiSi C5 Matte Box Kit: includes C5, True Color tray, 5 filters, VND, ND16, Black
;253553;Fotografia;Filtri Fotografici;NiSi C5 Matte Box Starter Kit – C5 Matte Box, vassoio filtro e anello adattatore, compatibile con obiettivo fotocamera da 67 mm/;130;199;22;5;;26/02/2025;26/02/2025;;;;;;NiSi C5 Matte Box Kit – C5, filter tray, adapter ring, fits 67mm cams.
;253548;Fotografia;Filtri Fotografici;NiSi Cinema 4x5.65 ND 1.5 | Filtro per lenti a densità neutra 5-stop per scatole opache 4x5.65 | Fotografia e videografia;122;245;22;5;;26/02/2025;26/02/2025;;;;;;NiSi 4x5.65 ND 1.5 Filter — 5-stop neutral density for lenses, photo & video
;253549;Fotografia;Filtri Fotografici;NiSi Cinema 4x5.65 True Color Polarizzatore Lineare | Filtro Lente Polarizzatore per Scatole Opache 4x5.65 | Fotografia e Videog;128;245;22;0;;26/02/2025;26/02/2025;;;;;;NiSi Cinema 4x5.65 Polarizer - Linear Filter for Opak Boxes, Photo & Video
;253560;Fotografia;Filtri Fotografici;NiSi Cinema Allure Streak - Filtro circolare circolare rotante per effetto speciale, 82 mm, colore: Blu;103;119;22;5;;26/02/2025;26/02/2025;;;;;;NiSi Cine Allure Streak, rot. filter, 82mm, Blue for special effects
;253468;Fotografia;Filtri Fotografici;NiSi Contenitore porta filtri per filtro circolare, nero, 8 Filter Pockets Up to 95mm (Version II), Organizer tascabile;119;29;22;5;;24/02/2025;24/02/2025;;;;;;NiSi Filter Case for Circular Filters, Black, 8 Pockets, Up to 95mm, Compact
;253542;Fotografia;Filtri Fotografici;NiSi Extreme Kit con 4 Filtri ND e Accessori - Kit Filtri ND 100mm con ND8, ND64, ND1000, ND32000, 1x NiSi Custodia per 4 Filtri;128;439;22;5;;26/02/2025;26/02/2025;;;;;;NiSi Extreme 4-Filtri ND Kit (8,64,1000,32000) + Accessories + Case
;253858;Fotografia;Filtri Fotografici;NiSi Filtro 55mm UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, ultra duro, Nano Coating;106;23,99;22;5;;14/03/2025;14/03/2025;;;;;;NiSi 55mm UV HUC filter with 18-layer UHD Nano Coating, ultra durable
;253635;Fotografia;Filtri Fotografici;NiSi Filtro 77mm Armor FX PRO Nano L395 UV, blocco ultravioletto, resistente agli urti, filtro di protezione delle lenti - Vetro;128;82;22;0;;05/03/2025;05/03/2025;;;;;;NiSi 77mm Armor FX PRO Nano UV, UV shield, shockproof, lens guard, glass
;253703;Fotografia;Filtri Fotografici;NiSi Filtro 95 mm 1/8 Densità Circolare Nero Mist | Filtro Lente Effetto Nebbia per Fotografia e Videografia;109;109;22;5;;10/03/2025;10/03/2025;;;;;;NiSi 95mm 1/8 ND Circle Black Mist Lens Filter for Photo & Video Effects
;253645;Fotografia;Filtri Fotografici;NiSi Filtro Armor FX PRO Nano L395 UV 82mm - Resistente agli urti, blocco ultravioletto, protezione dell'obiettivo, vetro ottico;128;89;22;0;;05/03/2025;05/03/2025;;;;;;NiSi Armor FX PRO Nano L395 UV 82mm – Shockproof, UV filter, lens protect, optical glass
;253698;Fotografia;Filtri Fotografici;NiSi Filtro Black Mist 1/4 | 82mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T;128;109;22;0;;08/03/2025;08/03/2025;;;;;;NiSi Black Mist 1/4, 82mm, for Swift System, snap-on, no threading, VND T
;253699;Fotografia;Filtri Fotografici;NiSi Filtro Black Mist 1/4 | 95mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T;128;129;22;5;;08/03/2025;08/03/2025;;;;;;NiSi Black Mist 1/4, 95mm for Swift System, press-fit with Swift Ring or VND T
;253538;Fotografia;Filtri Fotografici;NiSi Filtro Cellulare iPhone fotocamera Filter Kit / Mobile Phone Lens Camera Filter for iOS iPhone Smartphone - Cinema Filter K;128;199;22;5;;26/02/2025;26/02/2025;;;;;;NiSi iPhone Camera Filter Kit for iOS, Mobile Phone Lens, Cinema Filter K
;253491;Fotografia;Filtri Fotografici;NiSi Filtro Circolare 112mm True Color Pro Nano CPL Filtro per Nikon Z 14-24mm f/2.8S;85;199;22;5;;24/02/2025;24/02/2025;;;;;;NiSi 112mm True Color Pro Nano CPL Filter for Nikon Z 14-24mm f/2.8S
;253646;Fotografia;Filtri Fotografici;NiSi Filtro Circolare 72mm Circular Filter ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) e Borsa Po;128;129;22;5;;05/03/2025;05/03/2025;;;;;;NiSi 72mm Circular Filter Set: ND8, ND64+CPL, ND1000 + Pouch
;253484;Fotografia;Filtri Fotografici;NiSi Filtro circolare UV UHC da 49 mm con panno di pulizia – vetro bianco acqua, rivestimento ultra duro con trasmissione della ;130;21,99;22;5;;24/02/2025;24/02/2025;;;;;;NiSi UV UHC 49mm CPL filter + cleaning cloth, durable, high light trans.
;253868;Fotografia;Filtri Fotografici;NiSi Filtro di diffusione Black Mist 1/8 da 49 mm - Filtro effetto Promist (apertura 1/8);89;63;22;5;;14/03/2025;14/03/2025;;;;;;NiSi Black Mist 1/8 49mm - Soft effect filter (aperture 1/8)
;253571;Fotografia;Filtri Fotografici;NiSi Filtro GND 1.2 4 Stop 150X170mm Medio (16) Filtro IR graduato multistrato a densità neutra;96;185;22;5;;28/02/2025;28/02/2025;;;;;;NiSi GND 1.2 4 Stop 150x170mm IR ND grad filt (16) multi-layer
;253527;Fotografia;Filtri Fotografici;NiSi Filtro GND Nano IR 1.5 Soft Edge Filter (5-Stops) 100X150mm Nano Multicoated Graduated IR Neutral Density;110;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND Nano IR 1.5 Soft Edge 5-Stop ND Filter 100x150mm, Multi-coated
;253524;Fotografia;Filtri Fotografici;NiSi Filtro GND Nano IR 100X150mm Nano Multicoated Graduated IR Neutral Density 0.9 Reverse Edge Filter (3-Stops);113;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND Nano IR 100x150mm, Multi-Coated, Graduated IR ND 0.9, Reverse Edge
;253535;Fotografia;Filtri Fotografici;NiSi Filtro GND Nano IR 150x170mm 0.9 (3 Stop) Medium GND (Grad ND) Filter - GND8 Multicoated IR in Optical Glass;113;185;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND Nano IR 150x170mm 0.9 (3 Stop) Grad ND Filter, Multi-coated IR Glass
;253572;Fotografia;Filtri Fotografici;NiSi Filtro GND16 1.2 4 Stop REVERSE 150X170mm Nano Multicoated Graduato IR Neutral Density 1.5 Soft Edge Filter;112;185;22;0;;28/02/2025;28/02/2025;;;;;;NiSi GND16 1.2 4 Stop REVERSE 150x170mm Nano IR ND1.5 Soft Edge
;253598;Fotografia;Filtri Fotografici;NiSi Filtro GND4 0.6 Soft (2-Stop) 100X150mm Nano Multicoated Graduated IR Neutral Density 0.6 Soft Edge Filter (2-Stops);121;109;22;5;;04/03/2025;04/03/2025;;;;;;NiSi GND4 0.6 Soft Grad Filter 100x150mm Nano Coated IR ND (2 Stops)
;253554;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 2 stop (0.6) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico;101;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND 2 Stop (0.6) 100x150mm, Nano Coating, IR, Optical Glass
;253519;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 3 stop (0.9) Hard 100x150mm con Nano Coating, trattamento IR, Vetro Ottico;99;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND 3 Stop (0.9) Hard 100x150mm, Nano Coating, IR, Optical Glass
;253513;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico;101;109;22;5;;25/02/2025;25/02/2025;;;;;;NiSi GND 3 Stop (0.9) Medium 100x150mm, Nano Coating, IR, Optical Glass
;253514;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico;101;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND 3-stop (0.9), 100x150mm, Nano Coating, IR treatment, Optical Glass
;253517;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 3 Stop (0.9) Soft 100x150mm con Nano Coating, Trattamento Anti-IR, Vetro Ottico;104;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND 3-Stop (0.9) Soft Filter 100x150mm, Nano Coating, IR Block, Glass
;253521;Fotografia;Filtri Fotografici;NiSi Filtro Graduato GND 4 stop (1.2) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico;101;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi GND 4 Stop (1.2) 100x150mm Filter, Nano Coating, IR, Optical Glas
;253596;Fotografia;Filtri Fotografici;NiSi Filtro graduato ND (2-Stop) 0,6 75 x 100 mm M75 Nano IR Soft Graduated Neutral Density Filter;98;79;22;5;;03/03/2025;03/03/2025;;;;;;NiSi ND Grad Filter 0.6 75x100mm M75 IR Soft, 2 stops
;253561;Fotografia;Filtri Fotografici;NiSi Filtro IR GND16 150X170mm Nano Multicoated Graduato IR Neutral Density 1.2 Soft Edge Filter (4-Stop);105;185;22;5;;26/02/2025;26/02/2025;;;;;;NiSi IR GND16 150x170mm Nano Coated Soft Edge ND 1.2 Filter (4 Stop)
;253638;Fotografia;Filtri Fotografici;NiSi Filtro IR rivestito ND Filter vetro ottico, filtro a densità neutra, 100X100mm IR ND32000(4.5) 15 Stops super stopper;123;109;22;5;;05/03/2025;05/03/2025;;;;;;NiSi IR ND Filter, glass, 100x100mm, ND32000 (4.5), 15 stops, super stopper
;253552;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND1000K (6.0) 20 Stop, 100X100mm, nano coating, rivestimento IR, Black Hole, Vetro Ottico;120;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND1000K (6.0) 20 stops, 100x100mm, nano & IR coating, Black Hole, Optic Glass
;253556;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND128 (2.1) 7 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico;121;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND128 7-stop 100x100mm filter, nano & IR coated, Little Stopper, glass
;253532;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND16 (1.2) 4 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;104;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND16 1.2 (4 stops) 100×100mm, nano & IR coatings, optical glass
;253557;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND2000 (3.3) 11 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;107;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND2000 (3.3) 11 Stop, 100x100mm, nano-coating, IR coating, optical glass
;253526;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND256 (2.4) 8 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;105;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND256 (2.4) 8-stop, 100x100mm, nano coat, IR coating, optical glass
;253555;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND32 (1.5) 5 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico;120;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND32 1.5 5 Stop 100x100mm Nano & IR Coatings, Little Stopper, Glass
;253543;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND4 (0.6) 2 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;103;109;22;5;;26/02/2025;26/02/2025;;;;;;NiSi ND4 0.6 2-stop, 100x100mm, nano coating, IR coating, optical glass
;253574;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND500 (2.7) 9 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;105;109;22;5;;28/02/2025;28/02/2025;;;;;;NiSi ND500 (2.7) 9 Stop, 100x100mm, nano coating, IR coating, optical glass
;253511;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico;120;109;22;5;;25/02/2025;25/02/2025;;;;;;NiSi ND64 (1.8) 6-stop, 100x100mm, nano + IR coating, Little Stopper, glass
;253529;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 150X150mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico;120;185;22;0;;26/02/2025;26/02/2025;;;;;;NiSi ND64 (1.8), 6 Stops, 150x150mm, nano, IR Coating, Little Stopper, Opt Glass
;253518;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico;103;109;22;0;;26/02/2025;26/02/2025;;;;;;NiSi ND8 Filter (0.9) 3 Stop, 100x100mm, nano coat, IR coating, opt glass
;253531;Fotografia;Filtri Fotografici;NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 150X150mm, nano coating, rivestimento IR, Vetro Ottico;103;185;22;0;;26/02/2025;26/02/2025;;;;;;NiSi ND8 Filter (0.9) 3 Stop, 150x150mm, nano-coating, IR coating, optical glass
;253856;Fotografia;Filtri Fotografici;NiSi Filtro ND True Color Variable da 43 mm, per 1-5 diaframmi (ND2-ND32) VND Vario ND;86;129;22;5;;14/03/2025;14/03/2025;;;;;;NiSi 43mm VND ND Filter, 1-5 stops (ND2-ND32), true color, variable.
;253467;Fotografia;Filtri Fotografici;NiSi Filtro ND VND VND True Color da 1 a 5 diaframmi ND-Vario variabile, 67 mm (ND2-ND32);89;149;22;0;;24/02/2025;24/02/2025;;;;;;NiSi ND VND True Color 1-5 stops, 67mm (ND2-ND32) variable filter
;253624;Fotografia;Filtri Fotografici;NiSi Filtro ND VND VND True Color da 55 mm - 1-5 diaframmi ND-Vario variabile (ND2-ND32);88;149;22;5;;05/03/2025;05/03/2025;;;;;;NiSi 55mm True Color ND VND 1-5 stops (ND2-ND32) Vario filter
;253845;Fotografia;Filtri Fotografici;NiSi Filtro ND32000 (15 Stop) 67mm PRO Nano HUC IR (Vetro Ottico, Altissima Neutralità e Nano® Coating);105;72;22;5;;14/03/2025;14/03/2025;;;;;;NiSi ND32000 (15 Stops) 67mm PRO Nano IR Filter, Optic Glass, High Neutrality
;253863;Fotografia;Filtri Fotografici;NiSi Filtro ND8 (3 Stop) 72mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua;109;49;22;5;;14/03/2025;14/03/2025;;;;;;NiSi ND8 3 Stop 72mm PRO Nano HUC IR, Optic Glass, Thin, Oil/Water Coating
;253488;Fotografia;Filtri Fotografici;NiSi Filtro ND8 (3 Stop) 77mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua;109;52;22;0;;24/02/2025;24/02/2025;;;;;;NiSi ND8 3-Stop 77mm PRO Nano HUC IR, Opt. Glass, Thin, Water/Oil Resistant
;253622;Fotografia;Filtri Fotografici;NiSi Filtro ND8 (3 Stop) 82mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua;109;55;22;0;;05/03/2025;05/03/2025;;;;;;NiSi ND8 3-Stop 82mm PRO Nano HUC IR, Optical Glass, Slim, Oil & Water Coat
;253875;Fotografia;Filtri Fotografici;NiSi Filtro per Fuji XA70 X100V X100T X100F X100S X100-49mm Allure Soft Filter Nero;83;44,9;22;5;;14/03/2025;14/03/2025;;;;;;NiSi Fuji Filters: XA70, X100V/T/F/S, 49mm Allure SS Filter Black
;253861;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare 67mm True Color CPL per sistema VND e Swift True Color;90;99,9;22;0;;14/03/2025;14/03/2025;;;;;;NiSi 67mm CPL Pwr Color for VND & Swift True Color System
;253873;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare da 67 mm UHC CPL, con rivestimento ultra rigido;83;29,99;22;5;;14/03/2025;14/03/2025;;;;;;NiSi 67mm UHC CPL Polarizzatore, rivestimento ultra rigido
;253874;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare da 72mm UHC CPL, con rivestimento ultra rigido;82;32,99;22;5;;14/03/2025;14/03/2025;;;;;;NiSi 72mm UHC CPL Orbitron Polarizer, super durable coating
;253867;Fotografia;Filtri Fotografici;NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (62mm);85;67;22;5;;14/03/2025;14/03/2025;;;;;;NiSi CPL Mono Coated Circular Filter 62mm Slim Nano Coating
;253652;Fotografia;Filtri Fotografici;NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO SLIM Nano Coating (67mm);85;70;22;5;;05/03/2025;05/03/2025;;;;;;NiSi CPL Filter, Circular, Multi-Coated, Slim, Nano Coated, 67mm
;253847;Fotografia;Filtri Fotografici;NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (72mm);85;76;22;5;;14/03/2025;14/03/2025;;;;;;NiSi Slim CPL 72mm, Multi Coated, Nano Coating, Circular Polarizer
;253634;Fotografia;Filtri Fotografici;NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (77mm);85;79;22;0;;05/03/2025;05/03/2025;;;;;;NiSi CPL Circular Filter 77mm, Multi-Coated, Slim Nano Coating
;253485;Fotografia;Filtri Fotografici;NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (82mm);85;86;22;0;;24/02/2025;24/02/2025;;;;;;NiSi CPL Circolare Multi-Coated HUC Slim Nano 82mm
;253606;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare True Color CPL per 82mm True Color VND e Swift System | sistema di filtri circolari Swift | ;128;129,9;22;5;;04/03/2025;04/03/2025;;;;;;NiSi CPL 82mm, True Color VND & Swift Filter System | Circular Filters
;253857;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare True Color CPL per sistema VND e Swift True Color da 95 mm;94;169,9;22;5;;14/03/2025;14/03/2025;;;;;;NiSi True Color CPL, circolare, per VND e Swift, 95mm
;253627;Fotografia;Filtri Fotografici;NiSi Filtro polarizzatore circolare True Color CPL per VND e Swift da 77 mm | sistema di filtraggio circolare Swift | Fotografia;128;119,9;22;5;;05/03/2025;05/03/2025;;;;;;NiSi CPL True Color 77mm per VND & Swift, filtro polarizzatore circolare baik
