Sel;ID;Cat;Subcat;Nome;Len;Prezzo;Iva;"Dispo gg.";"In Ordine";Insert;Uscita;Promo_Cod;Promo_Desc;Promo_Scad;Link;NuovaDescrizione
;253879;Fotografia;"Adattatori e portafiltri";"NiSi Kit Starter 150 di Filtri da 150mm (no Holder, include 3 filtri di larghezza 150mm)";88;479,00;22;0;;2025-03-14;2025-03-14;;;;;;"NiSi Kit Starter 150mm: 3 filtri (150mm), senza Holder."
;253544;Fotografia;"Adattatori e portafiltri";"NiSi Portafiltro da 100 mm - Switch (compatibile con l'adattatore principale da 82 mm di V6 / V5-Pro ??/ V5)";108;90,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Portafiltro 100mm - Switch, compatibile con adattatore 82mm V6/V5-Pro."
;253569;Fotografia;"Adattatori e portafiltri";"NiSi Portafiltro da 100mm per Olympus 7-14 mm f/2.8 PRO | Contiene 2 filtri da 100x100 mm e 100x150 mm (ND, GND, ecc.), rotazion";128;89,00;22;0;;2025-02-27;2025-02-27;;;;;;"Portafiltro NiSi 100mm con 2 filtri rotanti per Olympus 7-14mm f/2.8 PRO."
;253528;Fotografia;"Adattatori e portafiltri";"NiSi Professional Kit V7 e Filtri a lastra 100mm, Kit 7 filtri (GND Soft/Medium/Reverse 3 Stop, ND8 3 Stop, ND64 6 Stop, ND1000 ";128;929,00;22;5;;2025-02-26;2025-02-26;;;;;;"Kit NiSi V7 e filtri a lastra 100mm: 7 pezzi (GND, ND8, ND64, ND1000)."
;253580;Fotografia;"Adattatori e portafiltri";"NiSi S6 Supporto per Filtro per Sony FE 12-24 mm F4 G (True Color CPL) – 150 mm  Filter Holder System";103;419,00;22;5;;2025-02-28;2025-02-28;;;;;;"NiSi S6 Supporto filtro Sony FE 12-24mm F4 G (CPL) – Supporto 150mm"
;253608;Fotografia;"Adattatori e portafiltri";"NiSi Starter Kit V7 di Filtri 100mm, Kit di 2 filtri (GND 100x150 Medium 3 Stop, ND 100x100 ND1000 10 Stop) con Holder NiSi V7 c";128;399,00;22;5;;2025-03-05;2025-03-05;;;;;;"Kit NiSi V7 filtri 100mm: GND 3 stop, ND 10 stop, holder incluso."
;253466;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;26,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC, rivestimento nano duro con 18 layer UHD ultra sottile."
;253471;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;29,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC con 18 strati di rivestimento nano ultra duro."
;253475;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;27,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC con 18 strati UHD e Nano Coating®, ultra durevole e sottile."
;253550;Fotografia;"Filtri Fotografici";"NiSi - Filtro circolare naturale notturno 112 mm per Nikon Z 14-24 mm f/2.8S (filtro di inquinamento della luce)";112;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi filtro notte 112mm per Nikon Z 14-24mm f/2.8S, blocca inquinamento luce"
;253493;Fotografia;"Filtri Fotografici";"NiSi - JetMag Pro 82MAG Lens Front Cap - Lente magnetica durevole e protezione filtro per filtri di dimensioni 82MAG - Attacco r";128;34,90;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi JetMag Pro 82MAG — cappuccio magnetico durevole, prot. filtro 82MAG."
;253496;Fotografia;"Filtri Fotografici";"NiSi - JetMag Pro 82MAG True Color CPL, filtro magnetico circolare polarizzatore lente - Vetro ottico nano rivestito, telaio in ";128;99,90;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi JetMag Pro 82MAG CPL, filtro polarizzante in vetro nano, telaio magnetico."
;253756;Fotografia;"Filtri Fotografici";"NiSi 67mm Circular Starter Filter Kit, Including HUC UV Filter, HUC CPL and Filter Pouch";88;95,00;22;5;;2025-03-10;2025-03-10;;;;;;"Kit filtri NiSi 67mm: UV, CPL + custodia."
;253860;Fotografia;"Filtri Fotografici";"NiSi 77mm Circular Filter Professional Kit, Including HUC UV Filter, Ti Enhance CPL, Natural Night Filter, ND1000(10 stops) and ";128;249,00;22;5;;2025-03-14;2025-03-14;;;;;;"Kit filtri NiSi 77mm: UV, CPL, Night, ND1000 (10 stop) in dotazione."
;253618;Fotografia;"Filtri Fotografici";"NiSi 82mm Kit Filtri Circolari ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) and Filter Pouch";122;149,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi 82mm Kit filtri ND: ND8, ND64, ND1000 + CPL, custodia inclusa"
;253530;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Cinema Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND True Color Rotating PL, 4 filtri 5.65 FS ";132;699,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi C5 Kit Matte Box + filtri: True Color VND Rot, PL, 4x5.65 FS."
;253537;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Filmmaker Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND 4 filtri 5.65 FS ND16, 4 filtri Black ";132;569,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi C5 Kit Matte Box + filtri: True Color 1-5, VND, ND16, Black (80)"
;253553;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Starter Kit – C5 Matte Box, vassoio filtro e anello adattatore, compatibile con obiettivo fotocamera da 67 mm/";130;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi C5 Matte Box Kit: box, vassoio filtro e adattatore 67 mm."
;253548;Fotografia;"Filtri Fotografici";"NiSi Cinema 4x5.65 ND 1.5 | Filtro per lenti a densità neutra 5-stop per scatole opache 4x5.65 | Fotografia e videografia";122;245,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND 1.5 4x5.65 | Filtro neutro 5 stop per lenti grandi, foto e video"
;253549;Fotografia;"Filtri Fotografici";"NiSi Cinema 4x5.65 True Color Polarizzatore Lineare | Filtro Lente Polarizzatore per Scatole Opache 4x5.65 | Fotografia e Videog";128;245,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Cinema 4x5.65 Polarizzatore Lineare per Fotografia e Video"
;253560;Fotografia;"Filtri Fotografici";"NiSi Cinema Allure Streak - Filtro circolare circolare rotante per effetto speciale, 82 mm, colore: Blu";103;119,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Cinema Allure Streak - Filtro rotante blu, 82 mm, effetto speciale."
;253468;Fotografia;"Filtri Fotografici";"NiSi Contenitore porta filtri per filtro circolare, nero, 8 Filter Pockets Up to 95mm (Version II), Organizer tascabile";119;29,00;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi custodia porta filtri circolari, nero, 8 tasche fino a 95mm, portatile."
;253542;Fotografia;"Filtri Fotografici";"NiSi Extreme Kit con 4 Filtri ND e Accessori - Kit Filtri ND 100mm con ND8, ND64, ND1000, ND32000, 1x NiSi Custodia per 4 Filtri";128;439,00;22;5;;2025-02-26;2025-02-26;;;;;;"Kit NiSi con 4 filtri ND (8,64,1000,32000) e accessori, custodia inclusa."
;253858;Fotografia;"Filtri Fotografici";"NiSi Filtro 55mm UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, ultra duro, Nano Coating";106;23,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro UV 55mm HUC con 18 strati UHD e rivestimento Nano."
;253635;Fotografia;"Filtri Fotografici";"NiSi Filtro 77mm Armor FX PRO Nano L395 UV, blocco ultravioletto, resistente agli urti, filtro di protezione delle lenti - Vetro";128;82,00;22;0;;2025-03-05;2025-03-05;;;;;;"Filtro NiSi 77mm Armor FX PRO Nano, antiriflesso e protettivo."
;253703;Fotografia;"Filtri Fotografici";"NiSi Filtro 95 mm 1/8 Densità Circolare Nero Mist | Filtro Lente Effetto Nebbia per Fotografia e Videografia";109;109,00;22;5;;2025-03-10;2025-03-10;;;;;;"NiSi filtro 95mm 1/8 ND nero mist, effetto nebbia per foto e video."
;253645;Fotografia;"Filtri Fotografici";"NiSi Filtro Armor FX PRO Nano L395 UV 82mm - Resistente agli urti, blocco ultravioletto, protezione dell'obiettivo, vetro ottico";128;89,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi Armor FX PRO Nano L395 UV 82mm: protezione resistente e blocco UV."
;253698;Fotografia;"Filtri Fotografici";"NiSi Filtro Black Mist 1/4 | 82mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T";128;109,00;22;0;;2025-03-08;2025-03-08;;;;;;"Filtro NiSi Black Mist 1/4 82mm per Swift, a pressione, senza filetta."
;253699;Fotografia;"Filtri Fotografici";"NiSi Filtro Black Mist 1/4 | 95mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T";128;129,00;22;5;;2025-03-08;2025-03-08;;;;;;"Filtro NiSi Black Mist 1/4 95mm, senza filetta, monta con Anello o VND T."
;253538;Fotografia;"Filtri Fotografici";"NiSi Filtro Cellulare iPhone fotocamera Filter Kit / Mobile Phone Lens Camera Filter for iOS iPhone Smartphone - Cinema Filter K";128;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro Cellulare iPhone, kit filtri e lenti per iOS/smartphone."
;253491;Fotografia;"Filtri Fotografici";"NiSi Filtro Circolare 112mm True Color Pro Nano CPL Filtro per Nikon Z 14-24mm f/2.8S";85;199,00;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi CPL Circolare 112mm True Color Pro Nano per Nikon Z 14-24mm f/2.8S"
;253646;Fotografia;"Filtri Fotografici";"NiSi Filtro Circolare 72mm Circular Filter ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) e Borsa Po";128;129,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro Circolare 72mm, kit ND8, ND64, ND1000 + CPL, custodia."
;253484;Fotografia;"Filtri Fotografici";"NiSi Filtro circolare UV UHC da 49 mm con panno di pulizia – vetro bianco acqua, rivestimento ultra duro con trasmissione della ";130;21,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV NiSi 49mm, alto rendimento, con panno e vetro bianco."
;253868;Fotografia;"Filtri Fotografici";"NiSi Filtro di diffusione Black Mist 1/8 da 49 mm - Filtro effetto Promist (apertura 1/8)";89;63,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro Black Mist 1/8 da 49mm, effetto Promist, apertura 1/8."
;253571;Fotografia;"Filtri Fotografici";"NiSi Filtro GND 1.2 4 Stop 150X170mm Medio (16) Filtro IR graduato multistrato a densità neutra";96;185,00;22;5;;2025-02-28;2025-02-28;;;;;;"NiSi Filtro GND 1.2 4 Stop 150x170mm, IR, graduato, multistrato, densità neutra"
;253527;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 1.5 Soft Edge Filter (5-Stops) 100X150mm Nano Multicoated Graduated IR Neutral Density";110;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 1.5, 5 stop, 100x150mm, graduato, multicoated."
;253524;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 100X150mm Nano Multicoated Graduated IR Neutral Density 0.9 Reverse Edge Filter (3-Stops)";113;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 100x150mm, grad. IR Neutral Density 0.9, Reverse Edge"
;253535;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 150x170mm 0.9 (3 Stop) Medium GND (Grad ND) Filter - GND8 Multicoated IR in Optical Glass";113;185,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 150x170mm, 0.9, Medium GND, IR in vetro"
;253572;Fotografia;"Filtri Fotografici";"NiSi Filtro GND16 1.2 4 Stop REVERSE 150X170mm Nano Multicoated Graduato IR Neutral Density 1.5 Soft Edge Filter";112;185,00;22;0;;2025-02-28;2025-02-28;;;;;;"NiSi Filtro GND16 1.2 4 Stop, 150x170mm, Nano, graduato, IR, ND 1.5, soft edge."
;253598;Fotografia;"Filtri Fotografici";"NiSi Filtro GND4 0.6 Soft (2-Stop) 100X150mm Nano Multicoated Graduated IR Neutral Density 0.6 Soft Edge Filter (2-Stops)";121;109,00;22;5;;2025-03-04;2025-03-04;;;;;;"NiSi Filtro GND4 0.6 Soft 100x150mm, Nano, grad. IR, 2-stop, bordo morbido"
;253554;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 2 stop (0.6) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 0.6 Medium 100x150mm, Nano Coating, IR, vetro ottico."
;253519;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Hard 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";99;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 3 stop (0.9) Hard 100x150mm, Nano, IR, Vetro Ottico"
;253513;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-25;2025-02-25;;;;;;"NiSi GND 3 stop 100x150mm, Nano Coating, IR, vetro ottico."
;253514;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi GND 3 stop (0.9) 100x150mm, Nano Coating, IR, vetro ottico."
;253517;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 Stop (0.9) Soft 100x150mm con Nano Coating, Trattamento Anti-IR, Vetro Ottico";104;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"Filtro ND 3 Stop 100x150mm, Nano, Anti-IR, vetro ottico."
;253521;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 4 stop (1.2) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro Graduato GND 4 Stop 100x150mm, Nano, IR, Vetro Ottico"
;253596;Fotografia;"Filtri Fotografici";"NiSi Filtro graduato ND (2-Stop) 0,6 75 x 100 mm M75 Nano IR Soft Graduated Neutral Density Filter";98;79,00;22;5;;2025-03-03;2025-03-03;;;;;;"NiSi filtro ND graduato 2-stop 75x100mm M75 IR Soft"
;253561;Fotografia;"Filtri Fotografici";"NiSi Filtro IR GND16 150X170mm Nano Multicoated Graduato IR Neutral Density 1.2 Soft Edge Filter (4-Stop)";105;185,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro IR GND16 150x170mm, ND 1.2, bordo morbido, rivestimento nano."
;253638;Fotografia;"Filtri Fotografici";"NiSi Filtro IR rivestito ND Filter vetro ottico, filtro a densità neutra, 100X100mm IR ND32000(4.5) 15 Stops super stopper";123;109,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro IR ND vetro, 100x100mm, densità 4.5, 15 stop, super stopper."
;253552;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND1000K (6.0) 20 Stop, 100X100mm, nano coating, rivestimento IR, Black Hole, Vetro Ottico";120;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND1000K 6.0, 20Stop, 100x100mm, nano coating, IR, Black Hole, vetro."
;253556;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND128 (2.1) 7 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";121;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"Filtro ND128 7Stop 100x100mm, nano coating, IR, Little Stopper, vetro."
;253532;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND16 (1.2) 4 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";104;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND16 (1.2) 4 Stop, 100x100mm, nano coating, IR, vetro ottico."
;253557;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND2000 (3.3) 11 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";107;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND2000 (3.3) 11 stop, 100x100mm, vetro, nano coating, IR."
;253526;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND256 (2.4) 8 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";105;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND256 (2.4) 8 Stop, 100x100mm, nano coating, IR, vetro ottico."
;253555;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND32 (1.5) 5 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND32 1.5, 5 stop, 100x100mm, nano coating, IR, Little Stopper"
;253543;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND4 (0.6) 2 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";103;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND4 (0.6) 2 Stop, 100x100mm, nano coating, IR, vetro ottico"
;253574;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND500 (2.7) 9 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";105;109,00;22;5;;2025-02-28;2025-02-28;;;;;;"NiSi Filtro ND 500 (2.7) 9 Stop, 100x100mm, nano coating, riv. IR, vetro."
;253511;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;109,00;22;5;;2025-02-25;2025-02-25;;;;;;"NiSi ND64 (1.8) 6 stop, 100x100mm, nano coating, rivest. IR, Little Stopper"
;253529;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 150X150mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;185,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND64 (1.8) 6 stop, 150x150mm, nano coating, IR, Little Stopper"
;253518;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";103;109,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND8 (0.9) 3 Stop 100x100mm, nano coating, IR, vetro ottico"
;253531;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 150X150mm, nano coating, rivestimento IR, Vetro Ottico";103;185,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND8 (0.9) 3 Stop, 150x150mm, nano coating, IR, vetro ottico."
;253856;Fotografia;"Filtri Fotografici";"NiSi Filtro ND True Color Variable da 43 mm, per 1-5 diaframmi (ND2-ND32) VND Vario ND";86;129,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro ND True Color Variabile 43mm, 1-5 stops (ND2-ND32) VND"
;253467;Fotografia;"Filtri Fotografici";"NiSi Filtro ND VND VND True Color da 1 a 5 diaframmi ND-Vario variabile, 67 mm (ND2-ND32)";89;149,00;22;0;;2025-02-24;2025-02-24;;;;;;"NiSi Filtro ND VND True Color 1-5 diaframmi, variabile, 67mm (ND2-ND32)"
;253624;Fotografia;"Filtri Fotografici";"NiSi Filtro ND VND VND True Color da 55 mm - 1-5 diaframmi ND-Vario variabile (ND2-ND32)";88;149,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro ND VND 55mm, variabile 1-5 stop (ND2-ND32), True Color."
;253845;Fotografia;"Filtri Fotografici";"NiSi Filtro ND32000 (15 Stop) 67mm PRO Nano HUC IR (Vetro Ottico, Altissima Neutralità e Nano® Coating)";105;72,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi ND32000 15 Stop 67mm, vetro ottico, alta neutralità, nano® coating."
;253863;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 72mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;49,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro ND8 72mm PRO Nano HUC IR, vetro sottile, resistente a olio e acqua"
;253488;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 77mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;52,00;22;0;;2025-02-24;2025-02-24;;;;;;"Filtro NiSi ND8 77mm, PRO Nano HUC IR, vetro ottico, ultra sottile e resistente."
;253622;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 82mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;55,00;22;0;;2025-03-05;2025-03-05;;;;;;"Filtro ND8 82mm PRO Nano HUC IR, vetro sottile, protegge da olio e acqua."
;253875;Fotografia;"Filtri Fotografici";"NiSi Filtro per Fuji XA70 X100V X100T X100F X100S X100-49mm Allure Soft Filter Nero";83;44,90;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi filtro soft nero per Fuji XA70, X100V, X100T, X100F, X100S, 49mm."
;253861;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare 67mm True Color CPL per sistema VND e Swift True Color";90;99,90;22;0;;2025-03-14;2025-03-14;;;;;;"NiSi CPL 67mm, filtro polarizzatore circolare per VND e Swift TrueColor"
;253873;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare da 67 mm UHC CPL, con rivestimento ultra rigido";83;29,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro CPL circolare 67mm, UHC, rivestimento rinforzato."
;253874;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare da 72mm UHC CPL, con rivestimento ultra rigido";82;32,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro CPL circol. 72mm, con rivestimento ultrarigido."
;253867;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (62mm)";85;67,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi filtro CPL circolare multi-coated HUC 62mm, slim nano coating."
;253652;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO SLIM Nano Coating (67mm)";85;70,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi CPL Circolare Multi Coated 67mm, ultra sottile, Nano Coating."
;253847;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (72mm)";85;76,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro CPL Circolare HUC 72mm, Multi Coated, Slim Nano"
;253634;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (77mm)";85;79,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro CPL Circolare Multi Coated 77mm Slim Nano"
;253485;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (82mm)";85;86,00;22;0;;2025-02-24;2025-02-24;;;;;;"NiSi Filtro CPL Circolare HUC Slim 82mm Nano Coating"
