Sel;ID;Cat;Subcat;Nome;Len;Prezzo;Iva;"Dispo gg.";"In Ordine";Insert;Uscita;Promo_Cod;Promo_Desc;Promo_Scad;Link;NuovaDescrizione
;253544;Fotografia;"Adattatori e portafiltri";"NiSi Portafiltro da 100 mm - Switch (compatibile con l'adattatore principale da 82 mm di V6 / V5-Pro ??/ V5)";108;90,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi portafiltro 100mm - Switch, compatibile con adattatore V6/V5-Pro/ V5"
;253569;Fotografia;"Adattatori e portafiltri";"NiSi Portafiltro da 100mm per Olympus 7-14 mm f/2.8 PRO | Contiene 2 filtri da 100x100 mm e 100x150 mm (ND, GND, ecc.), rotazion";128;89,00;22;0;;2025-02-27;2025-02-27;;;;;;"NiSi Portafiltro 100mm per Olympus 7-14mm f/2.8 PRO, +2 filtri 100x100/150mm."
;253528;Fotografia;"Adattatori e portafiltri";"NiSi Professional Kit V7 e Filtri a lastra 100mm, Kit 7 filtri (GND Soft/Medium/Reverse 3 Stop, ND8 3 Stop, ND64 6 Stop, ND1000 ";128;929,00;22;5;;2025-02-26;2025-02-26;;;;;;"Kit NiSi V7 con 7 filtri 100mm: GND Soft/Med/Rev, ND8, ND64, ND1000."
;253580;Fotografia;"Adattatori e portafiltri";"NiSi S6 Supporto per Filtro per Sony FE 12-24 mm F4 G (True Color CPL) – 150 mm  Filter Holder System";103;419,00;22;5;;2025-02-28;2025-02-28;;;;;;"Supporto filtro NiSi S6 per Sony 12-24mm F4 G, holder 150 mm, CPL incluso."
;253608;Fotografia;"Adattatori e portafiltri";"NiSi Starter Kit V7 di Filtri 100mm, Kit di 2 filtri (GND 100x150 Medium 3 Stop, ND 100x100 ND1000 10 Stop) con Holder NiSi V7 c";128;399,00;22;5;;2025-03-05;2025-03-05;;;;;;"Kit filtri NiSi V7 100mm: GND 3 Stop, ND1000 10 Stop e holder."
;253466;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;26,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC, rivestimento duro con 18 strati UHD e Nano Coating®."
;253471;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;29,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC con 18 strati UHD, rivestimento nano ultra resistente e sottile."
;253475;Fotografia;"Filtri Fotografici";"Filtro UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, rivestimento ultra duro, Nano Coating®, ultra-sottile re";129;27,99;22;5;;2025-02-24;2025-02-24;;;;;;"Filtro UV HUC, rivestimento nano ultra duro con 18 strati UHD, molto resistente."
;253550;Fotografia;"Filtri Fotografici";"NiSi - Filtro circolare naturale notturno 112 mm per Nikon Z 14-24 mm f/2.8S (filtro di inquinamento della luce)";112;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi filtro notturno 112 mm per Nikon Z 14-24 f/2.8S, riduce inquin. luce."
;253493;Fotografia;"Filtri Fotografici";"NiSi - JetMag Pro 82MAG Lens Front Cap - Lente magnetica durevole e protezione filtro per filtri di dimensioni 82MAG - Attacco r";128;34,90;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi JetMag Pro 82MAG - Copri lente magnetico resistente e prot. filtro 82MAG"
;253496;Fotografia;"Filtri Fotografici";"NiSi - JetMag Pro 82MAG True Color CPL, filtro magnetico circolare polarizzatore lente - Vetro ottico nano rivestito, telaio in ";128;99,90;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi JetMag Pro 82MAG CPL, filtro polarizzatore magnetico, vetro nano rivestito."
;253756;Fotografia;"Filtri Fotografici";"NiSi 67mm Circular Starter Filter Kit, Including HUC UV Filter, HUC CPL and Filter Pouch";88;95,00;22;5;;2025-03-10;2025-03-10;;;;;;"Kit filtri NiSi 67mm: UV, CPL e custodia."
;253860;Fotografia;"Filtri Fotografici";"NiSi 77mm Circular Filter Professional Kit, Including HUC UV Filter, Ti Enhance CPL, Natural Night Filter, ND1000(10 stops) and ";128;249,00;22;5;;2025-03-14;2025-03-14;;;;;;"Kit filtri NiSi 77mm: UV, CPL, Night, ND1000 (10 stop) inclusi."
;253618;Fotografia;"Filtri Fotografici";"NiSi 82mm Kit Filtri Circolari ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) and Filter Pouch";122;149,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi 82mm Kit filtri ND: ND8, ND64+CPL, ND1000 + custodia."
;253530;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Cinema Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND True Color Rotating PL, 4 filtri 5.65 FS ";132;699,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi C5 Matte Box Kit: box, filtro vassoio, 5 filtri True Color + VND Rot. PL"
;253537;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Filmmaker Kit – C5 Mattebox, Filtro vassoio True Color 1 – 5 filtri VND 4 filtri 5.65 FS ND16, 4 filtri Black ";132;569,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi C5 Kit: Mattebox, filtro True Color 1-5, VND, ND16, Black (10 filtri)"
;253553;Fotografia;"Filtri Fotografici";"NiSi C5 Matte Box Starter Kit – C5 Matte Box, vassoio filtro e anello adattatore, compatibile con obiettivo fotocamera da 67 mm/";130;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"Kit NiSi C5 Matte Box con filtro, anello adatt. per obiettivi 67 mm."
;253548;Fotografia;"Filtri Fotografici";"NiSi Cinema 4x5.65 ND 1.5 | Filtro per lenti a densità neutra 5-stop per scatole opache 4x5.65 | Fotografia e videografia";122;245,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND 1.5 4x5.65 | Filtro neutro 5-stop per fotocamere e video."
;253549;Fotografia;"Filtri Fotografici";"NiSi Cinema 4x5.65 True Color Polarizzatore Lineare | Filtro Lente Polarizzatore per Scatole Opache 4x5.65 | Fotografia e Videog";128;245,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Polarizzatore lineare 4x5.65 per film e video, filtro lente opaco."
;253560;Fotografia;"Filtri Fotografici";"NiSi Cinema Allure Streak - Filtro circolare circolare rotante per effetto speciale, 82 mm, colore: Blu";103;119,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Cinema Allure Streak - Filtro rotante 82mm, effetto speciale blu."
;253468;Fotografia;"Filtri Fotografici";"NiSi Contenitore porta filtri per filtro circolare, nero, 8 Filter Pockets Up to 95mm (Version II), Organizer tascabile";119;29,00;22;5;;2025-02-24;2025-02-24;;;;;;"Contenitore NiSi per filtri circolari, nero, 8 tasche fino a 95mm, compatto."
;253542;Fotografia;"Filtri Fotografici";"NiSi Extreme Kit con 4 Filtri ND e Accessori - Kit Filtri ND 100mm con ND8, ND64, ND1000, ND32000, 1x NiSi Custodia per 4 Filtri";128;439,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Kit Filtri ND 4 pz (ND8,64,1000,32000) + accessori e custodia."
;253858;Fotografia;"Filtri Fotografici";"NiSi Filtro 55mm UV HUC (Ultra Hard Coating) con 18 rivestimenti multistrato UHD, ultra duro, Nano Coating";106;23,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro UV 55mm HUC, 18 strati UHD, Nano Coating, molto resistente."
;253635;Fotografia;"Filtri Fotografici";"NiSi Filtro 77mm Armor FX PRO Nano L395 UV, blocco ultravioletto, resistente agli urti, filtro di protezione delle lenti - Vetro";128;82,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi 77mm Armor FX PRO Nano L395 UV, protezione anti-riflesso e resistente."
;253703;Fotografia;"Filtri Fotografici";"NiSi Filtro 95 mm 1/8 Densità Circolare Nero Mist | Filtro Lente Effetto Nebbia per Fotografia e Videografia";109;109,00;22;5;;2025-03-10;2025-03-10;;;;;;"NiSi 95mm Filtro 1/8 ND Nero Mist, effetto nebbia per foto/video."
;253645;Fotografia;"Filtri Fotografici";"NiSi Filtro Armor FX PRO Nano L395 UV 82mm - Resistente agli urti, blocco ultravioletto, protezione dell'obiettivo, vetro ottico";128;89,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi Armor FX PRO Nano L395 UV 82mm: resistente, blocca UV, protegge l’obiettivo."
;253698;Fotografia;"Filtri Fotografici";"NiSi Filtro Black Mist 1/4 | 82mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T";128;109,00;22;0;;2025-03-08;2025-03-08;;;;;;"NiSi Filtro Black Mist 1/4 82mm per Swift, a pressione con Anello o sopra VND."
;253699;Fotografia;"Filtri Fotografici";"NiSi Filtro Black Mist 1/4 | 95mm per Sistema Swift | senza filettatura da installare a pressione con Anello Swift o sopra VND T";128;129,00;22;5;;2025-03-08;2025-03-08;;;;;;"NiSi Filtro Black Mist 1/4 95mm per Swift, senza filettatura, a pressione."
;253538;Fotografia;"Filtri Fotografici";"NiSi Filtro Cellulare iPhone fotocamera Filter Kit / Mobile Phone Lens Camera Filter for iOS iPhone Smartphone - Cinema Filter K";128;199,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi filtro cellulare iPhone, Kit filtri e lenti per mobile, Cinema, iOS."
;253491;Fotografia;"Filtri Fotografici";"NiSi Filtro Circolare 112mm True Color Pro Nano CPL Filtro per Nikon Z 14-24mm f/2.8S";85;199,00;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi CPL Nodo 112mm True Color Pro Nano per Nikon Z 14-24mm F/2.8S"
;253646;Fotografia;"Filtri Fotografici";"NiSi Filtro Circolare 72mm Circular Filter ND Filter Kit, Including ND8(3 stops), ND64(6 stops)+CPL, ND1000(10 stops) e Borsa Po";128;129,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Kit filtri circolari 72mm: ND8, ND64 + CPL, ND1000 + borsa."
;253484;Fotografia;"Filtri Fotografici";"NiSi Filtro circolare UV UHC da 49 mm con panno di pulizia – vetro bianco acqua, rivestimento ultra duro con trasmissione della ";130;21,99;22;5;;2025-02-24;2025-02-24;;;;;;"NiSi Filtro UV UHC 49mm + panno, vetro bianco acqua, rivestimento resistente."
;253868;Fotografia;"Filtri Fotografici";"NiSi Filtro di diffusione Black Mist 1/8 da 49 mm - Filtro effetto Promist (apertura 1/8)";89;63,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro Black Mist 1/8 da 49mm - Effetto Promist (apertura 1/8)"
;253571;Fotografia;"Filtri Fotografici";"NiSi Filtro GND 1.2 4 Stop 150X170mm Medio (16) Filtro IR graduato multistrato a densità neutra";96;185,00;22;5;;2025-02-28;2025-02-28;;;;;;"NiSi Filtro GND 1.2 4 Stop 150x170mm, IR, graduato, multistrato, neutro"
;253527;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 1.5 Soft Edge Filter (5-Stops) 100X150mm Nano Multicoated Graduated IR Neutral Density";110;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 1.5 Soft 100x150mm, 5 stop, graduato, multicoato"
;253524;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 100X150mm Nano Multicoated Graduated IR Neutral Density 0.9 Reverse Edge Filter (3-Stops)";113;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 100x150mm, ND 0.9, graduato, bordo rovescio."
;253535;Fotografia;"Filtri Fotografici";"NiSi Filtro GND Nano IR 150x170mm 0.9 (3 Stop) Medium GND (Grad ND) Filter - GND8 Multicoated IR in Optical Glass";113;185,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND Nano IR 150x170mm 0.9 3 Stop Medium GND in vetro"
;253572;Fotografia;"Filtri Fotografici";"NiSi Filtro GND16 1.2 4 Stop REVERSE 150X170mm Nano Multicoated Graduato IR Neutral Density 1.5 Soft Edge Filter";112;185,00;22;0;;2025-02-28;2025-02-28;;;;;;"NiSi Filtro GND16 1.2 4 Stop, 150x170mm, Nano, Graduato, IR, ND 1.5, Soft Edge"
;253598;Fotografia;"Filtri Fotografici";"NiSi Filtro GND4 0.6 Soft (2-Stop) 100X150mm Nano Multicoated Graduated IR Neutral Density 0.6 Soft Edge Filter (2-Stops)";121;109,00;22;5;;2025-03-04;2025-03-04;;;;;;"NiSi Filtro GND4 0.6 Soft 100x150mm, Multicoated, IR, grad. a bordo morbido"
;253554;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 2 stop (0.6) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi GND 2 stop 100x150mm, nano coating, IR, vetro ottico."
;253519;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Hard 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";99;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 3 stop (0.9) Hard 100x150mm, Nano Coating, IR, Vetro Ottico."
;253513;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-25;2025-02-25;;;;;;"NiSi Filtro GND 3 stop 100x150mm, Nano, IR, vetro ottico."
;253514;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 stop (0.9) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 3 Stop (0.9) 100x150mm, nano coating, IR, vetro ottico."
;253517;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 3 Stop (0.9) Soft 100x150mm con Nano Coating, Trattamento Anti-IR, Vetro Ottico";104;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 3 Stop (0.9) Soft 100x150mm, Nano + Anti-IR, Vetro ottico"
;253521;Fotografia;"Filtri Fotografici";"NiSi Filtro Graduato GND 4 stop (1.2) Medium 100x150mm con Nano Coating, trattamento IR, Vetro Ottico";101;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro GND 4 Stop 100x150mm, Nano Coating, IR, Vetro Ottico"
;253596;Fotografia;"Filtri Fotografici";"NiSi Filtro graduato ND (2-Stop) 0,6 75 x 100 mm M75 Nano IR Soft Graduated Neutral Density Filter";98;79,00;22;5;;2025-03-03;2025-03-03;;;;;;"NiSi Filtro graduato ND (2 Stop) 75x100mm M75 Nano IR Soft"
;253561;Fotografia;"Filtri Fotografici";"NiSi Filtro IR GND16 150X170mm Nano Multicoated Graduato IR Neutral Density 1.2 Soft Edge Filter (4-Stop)";105;185,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro IR GND16 150x170mm Nano Graduato IR ND1.2 Soft Edge (4-stop)"
;253638;Fotografia;"Filtri Fotografici";"NiSi Filtro IR rivestito ND Filter vetro ottico, filtro a densità neutra, 100X100mm IR ND32000(4.5) 15 Stops super stopper";123;109,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro IR ND 100x100mm, vetro ottico, densità 4.5, 15 stops, super stopper"
;253552;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND1000K (6.0) 20 Stop, 100X100mm, nano coating, rivestimento IR, Black Hole, Vetro Ottico";120;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND1000K (6.0) 20 Stop, 100x100mm, nano coating, IR, Black Hole, vetro."
;253556;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND128 (2.1) 7 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";121;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND128 (2.1) 7 stop, 100x100mm, nano coating, IR, Little Stopper, vetro."
;253532;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND16 (1.2) 4 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";104;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND16 (1.2) 4 Stop, 100x100mm, nano coating, IR, vetro ottico."
;253557;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND2000 (3.3) 11 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";107;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND2000 (3.3) 11 Stop, 100x100mm, nano coating, IR, vetro ottico"
;253526;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND256 (2.4) 8 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";105;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND256 8 Stop 100x100mm, nano coating, riv. IR, vetro ottico"
;253555;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND32 (1.5) 5 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND 32 (1.5) 5 stop 100x100mm, nano coating, IR, Little Stopper, vetro"
;253543;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND4 (0.6) 2 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";103;109,00;22;5;;2025-02-26;2025-02-26;;;;;;"NiSi ND4 (0.6), 2 stop, 100x100mm, nano coating, riv. IR, vetro ottico."
;253574;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND500 (2.7) 9 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";105;109,00;22;5;;2025-02-28;2025-02-28;;;;;;"NiSi ND500 (2.7) 9Stop, 100x100mm, nano coating, IR, vetro ottico."
;253511;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 100X100mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;109,00;22;5;;2025-02-25;2025-02-25;;;;;;"NiSi Filtro ND64 (1.8) 6 stop 100x100mm, nano-coating, IR, Little Stopper, vetro."
;253529;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND64 (1.8) 6 Stop, 150X150mm, nano coating, rivestimento IR, Little Stopper, Vetro Ottico";120;185,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND64 1.8 6 Stop, 150x150mm, nano coating, IR, Little Stopper, vetro"
;253518;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 100X100mm, nano coating, rivestimento IR, Vetro Ottico";103;109,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND8 (0.9) 3 Stop, 100x100mm, rivestimento nano, vetro ottico."
;253531;Fotografia;"Filtri Fotografici";"NiSi Filtro ND Densità Neutra ND8 (0.9) 3 Stop, 150X150mm, nano coating, rivestimento IR, Vetro Ottico";103;185,00;22;0;;2025-02-26;2025-02-26;;;;;;"NiSi Filtro ND8 (0.9) 3 Stop, 150x150mm, nano coating, IR, vetro ottico."
;253856;Fotografia;"Filtri Fotografici";"NiSi Filtro ND True Color Variable da 43 mm, per 1-5 diaframmi (ND2-ND32) VND Vario ND";86;129,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro ND True Color Vario 43mm, 1-5 stop (ND2-ND32)."
;253467;Fotografia;"Filtri Fotografici";"NiSi Filtro ND VND VND True Color da 1 a 5 diaframmi ND-Vario variabile, 67 mm (ND2-ND32)";89;149,00;22;0;;2025-02-24;2025-02-24;;;;;;"NiSi Filtro ND VND True Color 1-5 diaframmi, 67mm (ND2-ND32)"
;253624;Fotografia;"Filtri Fotografici";"NiSi Filtro ND VND VND True Color da 55 mm - 1-5 diaframmi ND-Vario variabile (ND2-ND32)";88;149,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro ND VND True Color 55mm, regolabile da ND2 a ND32."
;253845;Fotografia;"Filtri Fotografici";"NiSi Filtro ND32000 (15 Stop) 67mm PRO Nano HUC IR (Vetro Ottico, Altissima Neutralità e Nano® Coating)";105;72,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro ND32000 67mm, 15 stop, PRO Nano HUC IR, vetro, alta neutralità."
;253863;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 72mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;49,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi ND8 72mm, sottile, vetro ottico, rivestimento resistente a olio e acqua."
;253488;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 77mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;52,00;22;0;;2025-02-24;2025-02-24;;;;;;"NiSi Filtro ND8 77mm PRO Nano HUC IR, vetro, sottile, resistente a olio/acqua"
;253622;Fotografia;"Filtri Fotografici";"NiSi Filtro ND8 (3 Stop) 82mm PRO Nano HUC IR, Vetro Ottico, Ultra Sottile, Coating Resistente a Olio e Acqua";109;55,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi ND8 82mm PRO Nano HUC IR, vetro ottico, sottile, resistente a acqua e olio."
;253875;Fotografia;"Filtri Fotografici";"NiSi Filtro per Fuji XA70 X100V X100T X100F X100S X100-49mm Allure Soft Filter Nero";83;44,90;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro Soft Nero per Fuji XA70, X100V, X100T, X100F, X100S, 49mm"
;253861;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare 67mm True Color CPL per sistema VND e Swift True Color";90;99,90;22;0;;2025-03-14;2025-03-14;;;;;;"NiSi CPL circ. 67mm, per VND e Swift True Color, filtro polarizzatore."
;253873;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare da 67 mm UHC CPL, con rivestimento ultra rigido";83;29,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi filtro CPL circolare 67mm UHC, rivestimento ultra resistente."
;253874;Fotografia;"Filtri Fotografici";"NiSi Filtro polarizzatore circolare da 72mm UHC CPL, con rivestimento ultra rigido";82;32,99;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro CPL circolare 72mm UHC, con rivestimento resistente."
;253867;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (62mm)";85;67,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi CPL Circolare Multi-Coat 62mm Slim Nano Coating"
;253652;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO SLIM Nano Coating (67mm)";85;70,00;22;5;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro CPL Circolare Nano 67mm, Multi Coated, Slim."
;253847;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (72mm)";85;76,00;22;5;;2025-03-14;2025-03-14;;;;;;"NiSi Filtro CPL Circolare Multi Coated 72mm, Slim Nano Coat."
;253634;Fotografia;"Filtri Fotografici";"NiSi Filtro Polarizzatore Circolare Multi Coated HUC CPL PRO Slim Nano Coating (77mm)";85;79,00;22;0;;2025-03-05;2025-03-05;;;;;;"NiSi Filtro CPL Circle Multi Coated 77mm, Slim Nano Coating"
